Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR360142697215819776,CAMERON KOFFMAN FOR ASSEMBLY,Registered in New York A23160,US,US-Federal,19,13200,11850,976000,23200,89300,311000,88500,4065000,52100,57075,126000,10400,20800
AR360160426840817664,JOE MORELLE FOR CONGRESS,FEC ID C00675108,US,US-Federal,54,19100,16950,1434000,33150,127600,449000,126500,5760000,74700,81075,177750,15150,29800
AR360266667151851520,GEORGE PAPADOPOULOS FOR CONGRESS,FEC ID C00724963,US,US-Federal,18,800,700,56250,1400,5300,18000,5500,240000,3000,3375,7500,600,1200
AR360564909680885760,CHRISTY SMITH FOR ASSEMBLY 2018,EIN ID 82-0759025,US,US-Federal,2,4000,3550,296500,6925,26300,91000,26500,1140000,15200,16500,36750,3100,6200
AR360780070362546176,"LEARFIELD NEWS & AG, LLC",EIN ID 47-0911648,US,US-Federal,15,5800,5300,431250,10325,39800,140000,39500,1822500,23500,25425,56250,4650,9400
AR360808382786961408,JUNE S SPEAKMAN,EIN ID 83-2025812,US,US-Federal,3,700,650,52750,1275,4800,17000,5000,202500,2800,3075,6750,550,1000
AR360964994474442752,FAT FROGS PRODUCTIONS BEATA CHODKOWSKA,,"EU, PL",EU-Parliament,95,135100,122800,9669000,240175,911900,3187000,916500,41212500,536800,584175,1316250,108950,214400
AR361032202122690560,Solutionsforweb GmbH,,"DE, EU",EU-Parliament,1,300,300,24000,600,2300,8000,2500,105000,1300,1425,3000,250,600
AR361086490509312000,JAMES WALKINSHAW FOR BRADDOCK SUPERVISOR,EIN ID 83-2459461,US,US-Federal,2,6000,5350,417250,10425,39500,137000,40000,1717500,22800,25200,57000,4700,9200
AR361287976015101952,"Cink, s.r.o.",,"EU, SK",EU-Parliament,61,4500,4050,316500,7925,30000,104000,30000,1320000,17400,19275,43500,3500,7000
AR361386176147357696,TURN THE PAGE,EIN ID 83-0892713,US,US-Federal,2,0,0,2000,50,200,1000,0,7500,100,150,0,0,0
AR361416069119737856,DSCC & DONNELLY FOR INDIANA,"FEC ID C00042366, FEC ID C00393652",US,US-Federal,42,209200,181800,15317500,355625,1350500,4689000,1356500,58822500,782500,847800,1884000,160750,318200
AR361655968813023232,MISSOURIANS FOR HEALTHCARE,EIN ID 84-2480884,US,US-Federal,1,4700,4000,355000,7875,30100,105000,30000,1387500,17700,19425,41250,3600,7200
AR361973315356590080,MICHIGAN EDUCATION ASSOCIATION,EIN ID 38-0827000,US,US-Federal,7,11100,9600,821250,18800,72100,254000,71500,3322500,42500,46200,99750,8650,16800
AR362001971378388992,VOTE LIBERATION,EIN ID 84-4036495,US,US-Federal,3,13600,12200,1002250,23825,91900,318000,91000,4140000,53200,58800,131250,10800,22000
AR362269977337659392,MIROSLAV ŠKORO,,"EU, HR",EU-Parliament,26,4700,4250,337000,8350,31800,109000,32000,1410000,18300,20400,45000,3600,7200
AR362479296863797248,TESSIO LABS,EIN ID 83-1058162,US,US-Federal,8,13200,11550,963250,22575,85800,298000,86000,3735000,49800,53850,120000,10200,20000
AR362903983230025728,Dansk Folkeparti Hørsholm,,"DK, EU",EU-Parliament,20,700,600,47000,1175,4500,16000,4500,195000,2600,2850,6750,550,1000
AR363000671533793280,COMMITTEE TO ELECT HAL SLAGER,EIN ID 45-3856496,US,US-Federal,2,0,0,1250,25,100,0,0,7500,100,75,0,0,0
AR363284001936375808,COMMITTEE TO ELECT MEG LOUGHRAN CAPPEL,EIN ID 84-3593273,US,US-Federal,44,800,750,62000,1475,5700,20000,5500,255000,3300,3675,8250,650,1400
AR363452364654379008,WOMEN-VOTE,EIN ID 83-1987246,US,US-Federal,2,66200,57650,4865000,112725,427900,1490000,430000,18622500,247700,269025,596250,50750,100800
AR363762426933411840,VAN TAYLOR CAMPAIGN,FEC ID C00653634,US,US-Federal,30,82700,71700,6039750,140200,532400,1845000,535000,23212500,308300,333975,745500,63400,126000
AR363846951889797120,JAKE ELLZEY CAMPAIGN,EIN ID 84-4693654,US,US-Federal,12,2500,2250,182750,4425,16900,58000,17000,765000,9800,10875,24000,1950,4000
AR36409434200604672,BARBARA BRY FOR SAN DIEGO MAYOR 2020,Registered in California 1414774,US,US-Federal,16,4500,3800,329500,7425,28600,100000,28000,1357500,16900,18450,39000,3400,6800
AR364457318282166272,"MANHATTAN INSTITUTE FOR POLICY RESEARCH, INC.",EIN ID 13-2912529,US,US-Federal,231,25300,22500,1802250,44050,167500,579000,168000,7410000,97000,106725,237000,19700,38600
AR364702646814113792,YVETTE4CONGRESS,FEC ID C00655571,US,US-Federal,8,20400,18150,1540250,35525,137400,485000,135500,6285000,80700,87825,191250,16250,31800
AR36520897191870464,OREGONIANS FOR BALLOT ACCESS,EIN ID 85-0727801,US,US-Federal,55,31200,28650,2357250,56025,216800,787000,213500,10095000,130500,138600,304500,25400,51600
AR365228625689051136,IMPRESSADS MARKETING SOLUTIONS PRIVATE LIMITED,,IN,IN-General,75,6200,5450,427000,10675,40600,140000,41000,1747500,23400,26025,57000,4750,9200
AR36549209616285696,Guillermina Gonzalez for Delaware,EIN ID 82-3994959,US,US-Federal,10,200,150,13500,325,1200,4000,1000,52500,700,750,1500,150,200
AR365511337616343040,FARNEN FOR FAIRFIELD,EIN ID 84-3739253,US,US-Federal,15,1800,1600,126750,3125,11900,41000,12000,525000,6800,7650,16500,1350,2600
AR365627198654119936,LAUREN BAER FOR CONGRESS,FEC ID C00652594,US,US-Federal,14,4900,4300,351250,8425,32000,111000,32000,1395000,18500,20175,45000,3800,7400
AR365806487768924160,DAVE NICPONSKI,,US,US-Federal,2,0,50,2750,75,200,1000,0,7500,100,150,0,50,0
AR365901389366296576,CALIFORNIANS FOR STRONG SCHOOLS AND HEALTHY COMMUNITIES,EIN ID 84-4473232,US,US-Federal,1,4800,4400,347750,8650,33000,111000,33000,1492500,19000,21225,46500,3750,7600
AR365919668747108352,CITIZENS FOR TURNER,FEC ID C00373001,US,US-Federal,8,13300,11500,971500,22475,85400,296000,86000,3720000,49400,53625,119250,10150,20200
AR366126926688944128,Harshnath Human Services Private ltd.,,IN,IN-General,3,100,100,6250,150,600,2000,500,22500,300,375,750,50,200
AR366128369797955584,DALY FOR ASSEMBLY DISTRICT 31,EIN ID 27-1201260,US,US-Federal,1,200,150,11250,250,1000,3000,1000,45000,600,600,1500,100,200
AR366181352514519040,MIKE BOST FOR CONGRESS COMMITTEE,FEC ID C00546499,US,US-Federal,87,47000,40850,3412500,79875,303400,1052000,304500,13215000,175800,190200,424500,36200,71400
AR366239214313930752,HILLCREST FILMS,EIN ID 84-3683028,US,US-Federal,1,100,100,7000,175,600,2000,500,30000,400,450,750,50,200
AR366644246909812736,FRIENDS OF BEN MCADAMS,FEC ID C00658633,US,US-Federal,12,11600,10250,853250,20050,76900,268000,76500,3495000,44900,49050,107250,9050,17800
AR366800514999910400,Демократична България Стара Загора,,"BG, EU",EU-Parliament,3,100,50,3750,100,300,1000,500,15000,200,225,750,50,0
AR366955408700473344,SUSAN WILD FOR CONGRESS,FEC ID C00658567,US,US-Federal,58,29600,25450,2157250,49800,190100,662000,189500,8557500,110800,120300,264750,22750,44800
AR366995265996980224,Ingrida Šimonytė,,"EU, LT",EU-Parliament,23,2000,1800,139250,3500,13200,46000,13500,577500,7700,8475,19500,1550,3000
AR3669963655086080,Inga Westermann,,"DE, EU",EU-Parliament,1,400,350,28750,650,2500,9000,2500,112500,1400,1575,3000,300,600
AR367015675681570816,FRIENDS OF DAVID PERDUE,FEC ID C00705871,US,US-Federal,10,28800,24650,2150250,48250,185500,651000,183500,8662500,109300,119400,255000,22300,43600
AR367155313658298368,DUTY AND HONOR,FEC ID C90017708,US,US-Federal,28,222900,188200,16577500,368050,1416500,4919000,1401000,66127500,827700,910575,1941750,169150,337800
AR367164041031843840,ABBIE HODGSON FOR CONGRESS,FEC ID C00711598,US,US-Federal,5,2200,1950,157750,3825,14600,51000,14500,645000,8500,9225,21000,1750,3400
AR367440430767276032,SIRAJ H AIBANI,,IN,IN-General,5,100,100,8750,225,800,3000,1000,37500,500,525,1500,100,200
AR367583573437317120,DENNIS HORLANDER FOR STATE REPRESENTATIVE,EIN ID 84-4332000,US,US-Federal,6,100,100,7750,175,700,2000,500,30000,400,450,750,100,200
AR367898583518674944,MEDIA RESEARCH CENTER,EIN ID 54-1429009,US,US-Federal,1,400,350,26500,650,2500,9000,2500,112500,1400,1575,3750,300,600
AR368090791895105536,KATHALEEN WALL FOR CONGRESS,FEC ID C00716845,US,US-Federal,111,18400,16550,1333000,32350,123600,424000,123500,5632500,71700,79425,174000,14250,28400
AR368282931552059392,TRICIA ZUNKER FOR WISCONSIN,FEC ID C00722876,US,US-Federal,6,400,350,27250,650,2500,9000,2500,112500,1500,1575,3750,300,600
AR36831440507240448,CONOR LAMB FOR CONGRESS,FEC ID C00657411,US,US-Federal,23,7500,6450,553000,12650,48200,168000,48000,2160000,28100,30525,66750,5750,11400
AR368489364860174336,DOBRÁ VOĽBA,,"CZ, EU, SK",EU-Parliament,159,43400,39400,3094750,77050,293300,995000,294500,13155000,168100,188400,415500,33300,66800
AR368545302514237440,"IVC MEDIA, LLC",EIN ID 45-4131236,US,US-Federal,29,38200,34750,2732000,67925,258700,876000,259500,11647500,148500,166050,366750,29450,59200
AR368763143255490560,MEISSNER 2020,FEC ID C00716878,US,US-Federal,1,500,500,37500,925,3600,12000,3500,157500,2100,2250,5250,400,800
AR368960917909536768,ELISSA SLOTKIN FOR CONGRESS,FEC ID C00650150,US,US-Federal,37,72600,62850,5325250,122975,469500,1637000,468500,21022500,273800,297000,654750,56000,110600
AR368971157111570432,"ENERGY NETWORK, LLC",EIN ID 82-5275239,US,US-Federal,35,600,550,45000,1125,4300,15000,4500,187500,2500,2700,6000,500,1000
AR369036028297609216,FRIENDS OF STEVE OTIS,EIN ID 45-4719950,US,US-Federal,2,8400,7500,639500,14675,56800,200000,56000,2602500,33400,36300,78750,6750,13200
AR369093683938590720,TEXAS DEMOCRATIC PARTY,EIN ID 74-1767883,US,US-Federal,35,15700,13800,1137750,27000,102700,356000,103000,4500000,59500,64875,144000,12100,23800
AR369458240762675200,STATE OF ARIZONA,EIN ID 86-6004791,US,US-Federal,40,4100,3600,303250,7050,27200,96000,27000,1252500,16000,17400,37500,3200,6400
AR369609835928354816,WITKOS 2020,EIN ID 84-3095551,US,US-Federal,3,400,350,28500,650,2500,9000,2500,120000,1500,1575,3750,300,600
AR369714426971947008,TACTICAL CAMPAIGNS,EIN ID 82-1681127,US,US-Federal,14,3700,3250,277250,6350,24600,87000,24000,1140000,14500,15750,34500,2950,5600
AR369940857647792128,Piraattipuolue r.p.,,"EU, FI",EU-Parliament,1,300,250,20250,500,1900,7000,2000,82500,1100,1200,3000,250,400
AR370298061487865856,MUES FOR MONTANA,EIN ID 84-2364124,US,US-Federal,13,800,700,56000,1400,5300,18000,5500,240000,3100,3375,7500,650,1200
AR370417564657909760,CAWTHORN FOR NC,FEC ID C00732958,US,US-Federal,29,19700,16650,1457750,32600,125400,438000,124000,5910000,73600,80700,171750,15000,29600
AR370533013378826240,COMMITEE TO ELECT JOHN COLLICK,FEC ID C00703835,US,US-Federal,4,300,300,25000,550,2200,8000,2000,105000,1300,1425,3000,250,600
AR370764666734903296,"ENDEAVOR MEDIA GROUP, LLC",EIN ID 74-2954223,US,US-Federal,10,1900,1650,135250,3225,12300,43000,12500,547500,7200,7875,17250,1450,2800
AR370908840197095424,Corrado Ruspaggiari,,"EU, IT",EU-Parliament,2,800,750,57750,1425,5400,18000,5500,247500,3100,3525,7500,600,1200
AR371002504843886592,TIM KELLY FOR MAYOR,EIN ID 84-4942335,US,US-Federal,23,1200,1000,87750,1975,7600,27000,7500,352500,4500,4875,10500,900,1800
AR371219589670895616,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,,"EU, GR",EU-Parliament,98,13800,12250,952000,23950,90700,312000,91500,3967500,52100,57900,129750,10950,20800
AR37127002976681984,NATIONAL WOMEN'S LAW CENTER,EIN ID 52-1213010,US,US-Federal,1,0,0,1500,25,100,0,0,7500,100,75,0,0,0
AR371276283239202816,AHLERS FOR SENATE,FEC ID C00720623,US,US-Federal,2,800,700,63500,1425,5400,19000,5500,247500,3200,3525,7500,650,1200
AR371468491615633408,AfD-Fraktion im Sächs. Landtag,,"CZ, DE, ES, EU",EU-Parliament,59,1500,1300,108000,2550,9800,34000,9500,450000,5800,6300,13500,1150,2200
AR371490138250805248,WISCONSIN ALLIANCE FOR REFORM,EIN ID 47-4055920,US,US-Federal,2,600,500,42500,1025,3900,13000,4000,180000,2300,2550,5250,450,1000
AR371703787103977472,CITIZENS FOR ERIKA HAROLD,EIN ID 82-2462894,US,US-Federal,17,2700,2350,196250,4600,17400,61000,17500,757500,10100,10950,24000,2050,4000
AR371789067974606848,FRIENDS OF SAMUEL CARRION,EIN ID 66-0949122,US,US-Federal,22,200,150,11750,250,1000,4000,1000,45000,600,675,1500,100,200
AR372338617630064640,TED CRUZ FOR SENATE,FEC ID C00492785,US,US-Federal,74,345400,299550,25098500,585850,2224900,7715000,2234000,96975000,1288500,1396725,3107250,265100,523200
AR372368922919305216,MONTANANS FOR BULLOCK,FEC ID C00741611,US,US-Federal,389,601100,517700,44795000,1012700,3899500,13704000,3855000,182385000,2297800,2506650,5373000,466350,915000
AR372382598095175680,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,FEC ID C00140590,US,US-Federal,62,6700,5950,483500,11675,44200,154000,44500,1950000,25900,28050,63000,5350,10400
AR372561887209979904,WILLIAM DOUGLAS,,US,US-Federal,8,500,450,35750,900,3400,12000,3500,150000,1900,2175,4500,400,800
AR372679672393105408,FAMILY FARMERS AGAINST PROP 15 - STOP HIGHER FOOD TAXES,Registered in California 1426379,US,US-Federal,54,3200,2700,236000,5325,20500,72000,20000,975000,12100,13200,28500,2450,4800
AR372707228903276544,Venstre Mariagerfjord,,"DK, EU",EU-Parliament,10,1500,1300,103000,2600,9800,34000,10000,427500,5700,6300,14250,1150,2200
AR372829687010820096,OUTSIDER CLUB LLC,EIN ID 46-3434310,US,US-Federal,123,32800,29550,2324500,57750,219300,754000,220500,9742500,126700,140400,313500,25700,50200
AR372883769239011328,DEDALIS CRAFT SRL,,"EU, RO",EU-Parliament,48,12300,10350,902250,20250,78000,273000,77000,3697500,45900,50250,107250,9350,18400
AR373464517536907264,"COTTON FOR SENATE, INC.",FEC ID C00499988,US,US-Federal,244,26700,24200,1970000,47325,182100,644000,180500,8340000,107400,116400,260250,21750,43000
AR373474756738940928,STUMBO FOR ATTORNEY GENERAL,EIN ID 83-3315497,US,US-Federal,1,500,450,35500,900,3400,12000,3500,150000,2000,2175,5250,400,800
AR37363604135084032,ROONEY FOR CONGRESS,FEC ID C00618223,US,US-Federal,3,800,700,56750,1325,5100,18000,5000,217500,2900,3150,6750,600,1200
AR373882331955462144,SUOZZI FOR CONGRESS,FEC ID C00607200,US,US-Federal,31,44100,38500,3234250,75325,286100,995000,287500,12450000,165900,179625,399000,34000,67200
AR37396795642347520,"OPPORTUNITY MATTERS FUND, INC.",FEC ID C00750182,US,US-Federal,8,1800,1500,130000,2900,11200,39000,11000,525000,6500,7200,15000,1350,2600
AR37411089293508608,DUOLINE STUDIO SRL,,"EU, RO",EU-Parliament,8,0,0,0,0,0,0,0,0,0,0,0,0,0
AR374174802048450560,JOAN GREENE FOR CONGRESS,FEC ID C00640938,US,US-Federal,50,2700,2300,195000,4550,17300,60000,17500,772500,10100,10950,24000,2050,4000
AR374290869244657664,COMMITTEE TO ELECT SHEMIA FAGAN,EIN ID 38-3865275,US,US-Federal,10,26900,24700,2033500,48400,187400,672000,184500,8722500,112600,119550,264750,21650,44400
AR374319181669072896,New Zealand Drug Foundation,,NZ,,21,8700,7500,649750,14700,56700,199000,56000,2632500,33300,36375,78000,6750,13200
AR374363918048428032,PLANNED PARENTHOOD VOTES,FEC ID C00489799,US,US-Federal,12,47400,41050,3467000,80250,304800,1057000,306000,13290000,176400,191325,425250,36400,72000
AR374590417443749888,JUDICIAL WATCH INC,EIN ID 52-1885088,US,US-Federal,44,1130100,1011750,80185750,1978900,7520900,26075000,7552500,332610000,4366100,4812525,10725000,887550,1729600
AR374597289391423488,"KKW Lewica Razem – Razem, Unia Pracy, RSS",,"EU, PL",EU-Parliament,50,4300,3800,298500,7450,28300,98000,28500,1237500,16400,18150,41250,3350,6600
AR374982118461145088,ΣΥΝΔΥΑΣΜΟΣ ΠΕΡΙΦΕΡΕΙΑ ΣΕ ΔΡΑΣΗ,,"EU, GR",EU-Parliament,1,100,50,5250,125,500,2000,500,22500,300,300,750,50,200
AR375033245751836672,Μάξιμος Σενετάκης,,"EU, GR",EU-Parliament,10,200,200,14250,350,1400,5000,1500,60000,800,900,2250,150,400
AR375244764301230080,JOSH WINEGARNER FOR CONGRESS,FEC ID C00723536,US,US-Federal,38,16900,15350,1219250,30025,114600,390000,114500,5190000,66000,73500,162000,13100,26200
AR375298365493084160,ENGAGED GEORGIA ACTION,EIN ID 82-3286051,US,US-Federal,1,300,250,20250,500,1900,7000,2000,82500,1100,1200,2250,250,400
AR375651446164553728,"STUDENTS, PARENTS AND TEACHERS SUPPORTING MARSHALL TUCK FOR  SUPERINTENDENT OF PUBLIC INSTRUCTION 2018",EIN ID 82-5096136,US,US-Federal,3,2200,1950,163500,3850,14700,51000,14500,637500,8500,9225,20250,1750,3400
AR375671649690714112,FDP Kreisverband Fürth,,"DE, EU",EU-Parliament,4,0,0,250,0,0,0,0,0,0,0,0,0,0
AR375716317350592512,END CITIZENS UNITED,FEC ID C00573261,US,US-Federal,281,378400,327750,27515750,641100,2442900,8489000,2444000,108277500,1421000,1542450,3405750,291650,572800
AR375939586930507776,PROMPT MEDIA LLC,EIN ID 82-5377350,US,US-Federal,81,2100,1850,156000,3650,13800,48000,14000,600000,8000,8700,19500,1650,3200
AR375970648133992448,"CATALIST, LLC",EIN ID 20-3232100,US,US-Federal,4,600,600,46750,1150,4400,15000,4500,202500,2600,2850,6000,500,1000
AR376057578272063488,BÜNDNIS 90/DIE GRÜNEN Landesverband Bayern,,"DE, EU",EU-Parliament,113,39400,35500,2894000,69450,267200,915000,265000,12015000,154200,170925,380250,31050,63400
AR376408734798184448,FRIENDS OF BILL POSEY,FEC ID C00444968,US,US-Federal,49,7600,6650,564250,12975,49800,174000,49500,2295000,29300,31950,69000,5950,11600
AR376433198931902464,Better Colorado Now,EIN ID 82-1608088,US,US-Federal,17,12600,10850,920500,21275,80700,280000,81000,3525000,46700,50700,113250,9600,19200
AR376451615751667712,WFW ACTION FUND INC,EIN ID 83-1308546,US,US-Federal,36,4600,4050,317250,7975,30100,104000,30500,1320000,17300,19275,42750,3650,6800
AR376667944664432640,GUMBO PAC,EIN ID 47-3740091,US,US-Federal,8,56800,51450,4014000,100650,381400,1326000,384000,17062500,223200,244125,552750,45750,89200
AR376795488013254656,Merako Media Pvt Ltd,,IN,IN-General,17,200,150,11250,275,1100,4000,1000,45000,600,675,1500,100,200
AR376852456459468800,KANSAS REPUBLICAN PARTY,FEC ID C00004606,US,US-Federal,47,800,700,61500,1400,5400,19000,5500,247500,3200,3450,7500,650,1200
AR377288412819881984,Ideal Picture,,"EU, RO",EU-Parliament,18,600,500,43000,950,3700,13000,3500,172500,2200,2400,5250,450,800
AR377290130806800384,CHAZ BEASLEY FOR NC,EIN ID 82-2532678,US,US-Federal,20,4400,4050,316750,7925,30200,102000,30000,1365000,17400,19425,42750,3400,7000
AR377333286638190592,OHIO HOUSE REPUBLICAN CAMPAIGN COMMITTEE,EIN ID 31-0886967,US,US-Federal,20,1600,1350,114250,2650,10100,35000,10000,442500,5800,6300,14250,1200,2400
AR377416162327134208,"KENTUCKY OPPORTUNITY COALITION, INC.",EIN ID 26-3722621,US,US-Federal,4,7300,6350,537250,12400,47000,163000,47500,2055000,27200,29550,66000,5600,11200
AR377468732726837248,Zaļo un Zemnieku savienība,,"EU, LV",EU-Parliament,5,0,0,750,25,100,0,0,0,0,75,0,0,0
AR378575459899670528,BOXD MARKETING LLC,EIN ID 84-1743650,US,US-Federal,3,100,100,10250,225,900,3000,1000,45000,500,600,1500,100,200
AR378822781296443392,VIRGINIA EDUCATION ASSOCIATION,EIN ID 54-0540102,US,US-Federal,4,3600,3200,252250,6250,23800,82000,24000,1050000,13600,15225,34500,2750,5600
AR378890469981028352,FRIENDS OF LEAH MCGRATH,EIN ID 84-3880250,US,US-Federal,9,400,350,30750,725,2800,10000,3000,127500,1700,1800,3750,350,600
AR378984890542063616,ΑΒΡΑΝΤΙΝΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ),,"EU, GR",EU-Parliament,108,5700,5000,390000,9775,37000,127000,37500,1612500,21200,23625,52500,4500,8400
AR379074775617634304,pracharnama media pvt ltd,,IN,IN-General,1,0,50,2500,75,200,1000,0,7500,100,150,0,50,0
AR379138409853091840,DEMOCRACY FOR AMERICA,FEC ID C00370007,US,US-Federal,40,6900,6250,491500,12200,46400,157000,46500,2100000,26800,29775,66000,5250,10600
AR37946345297805312,"FREEDOM PARTNERS ACTION FUND, INC.",FEC ID C00564765,US,US-Federal,12,92800,80700,6783750,157875,599400,2083000,602000,26107500,347300,376350,836250,71200,141200
AR379476990714970112,"SEIFERT, DONALD F.",Registered in Montana,US,US-Federal,7,400,350,29250,700,2700,10000,2500,127500,1600,1725,3750,300,600
AR379557048905367552,CDU Ilmenau,,"DE, EU",EU-Parliament,1,100,100,9250,225,900,3000,1000,37500,500,525,1500,100,200
AR379670367322505216,HARRY ARORA 2020,EIN ID 85-1197965,US,US-Federal,151,500,450,39250,875,3400,12000,3500,165000,2000,2175,4500,400,800
AR37985240521637888,FRIENDS OF ADEM 2020,EIN ID 83-3793118,US,US-Federal,45,4400,4000,330750,7775,30000,105000,29500,1372500,17500,19200,42000,3500,7000
AR380172500539015168,MJE STRATEGIES LLC,EIN ID 83-4622123,US,US-Federal,4,4500,4100,325250,8050,30700,104000,30500,1387500,17600,19725,43500,3500,7000
AR380226788925636608,UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO,,"ES, EU",EU-Parliament,7,1600,1450,113750,2850,10800,38000,11000,472500,6300,6900,15750,1250,2400
AR380283482493943808,ALETA BORRUD FOR MINNESOTA SENATE,EIN ID 84-3941785,US,US-Federal,3,900,700,63750,1425,5400,19000,5500,255000,3200,3525,7500,650,1200
AR380456861733748736,Alternative für Deutschland,,"DE, EU",EU-Parliament,13,26600,23750,1851750,46475,176500,613000,177500,7740000,102000,113100,255000,20900,40600
AR380493695373279232,STEPHENSON FOR HOUSE,EIN ID 81-5167876,US,US-Federal,39,1200,1000,88000,1975,7600,26000,7500,352500,4400,4875,10500,900,1800
